gene_name,ENSG_ID,n_hit_transcripts,n_hit_cell_types,max_abs_delta_usage,min_permutation_pval,best_proxy_type,ad_prior_category,ad_ot_score,ad_ot_label,has_structural_feat,domain_names,any_junior_pass
AMPH,ENSG00000078053,2,1,0.4788732394366197,0.0343434343434343,C,none,0.0558,emerging,True,"BAR, SH3",True
NDUFA10,ENSG00000130414,2,2,0.4774390243902439,0.002020202020202,D,none,0.2865,supported,False,,True
FBXW11,ENSG00000072803,1,1,0.476829268292683,0.0023310023310023,C,none,0.0082,novel,True,F-box,True
GMPR2,ENSG00000100938,1,1,0.4763440860215054,0.0279720279720279,N,none,0.008,novel,False,,True
TNIK,ENSG00000154310,2,1,0.4757281553398058,0.0325,C,none,0.0101,novel,True,"Protein kinase, CNH",True
NXF1,ENSG00000162231,2,1,0.4755892255892255,0.0269730269730269,C,none,0.0,novel,True,"RRM, NTF2, TAP-C",True
ZNF875,ENSG00000181666,1,1,0.4753246753246753,0.0428571428571428,C,none,0.0265,novel,True,KRAB,True
CHTOP,ENSG00000160679,1,2,0.4748134328358209,0.0247668997668997,D,none,0.0,novel,False,,True
CLASP1,ENSG00000074054,1,1,0.4741084513922814,0.0,D,none,0.0046,novel,False,,True
GOLGA8A,ENSG00000175265,1,1,0.473170731707317,0.0219780219780219,D,none,0.0355,novel,False,,True
ZNF571,ENSG00000180479,2,1,0.4708713272543059,0.0303030303030303,C,none,0.005,novel,True,KRAB,True
IRF8,ENSG00000140968,1,1,0.4703900709219857,0.0372960372960372,D,none,0.0902,emerging,False,,True
NEPRO,ENSG00000163608,1,1,0.4699248120300753,0.0404040404040404,D,none,0.0028,novel,False,,True
SEC23IP,ENSG00000107651,2,1,0.4694016938348057,0.0279720279720279,C,none,0.0037,novel,True,"SAM, DDHD",True
ANO5,ENSG00000171714,1,1,0.469349475658624,0.0217782217782217,D,none,0.3068,supported,False,,True
CDC42,ENSG00000070831,1,1,0.4672713702940403,0.0081,N,none,0.0962,emerging,False,,True
DENND1B,ENSG00000213047,1,1,0.4664155681104834,0.0353535353535353,C,none,0.0078,novel,True,"uDENN, cDENN, dDENN",True
NRCAM,ENSG00000091129,1,1,0.4651612903225806,0.0363636363636363,C,none,0.0694,emerging,True,"Ig-like 1, Ig-like 2, Ig-like 3",True
TRIM38,ENSG00000112343,1,1,0.4641975308641975,0.0303030303030303,C,none,0.0074,novel,True,B30.2/SPRY,True
ADGRL3,ENSG00000150471,1,1,0.4641076626033831,0.046,C,none,0.2593,supported,True,"SUEL-type lectin, Olfactomedin-like, GAIN-B",True
COG8,ENSG00000213380,2,1,0.4639113507038035,0.0317460317460317,D,none,0.3873,supported,False,,True
ZRANB2,ENSG00000132485,2,2,0.4633333333333334,0.0091908091908091,D,none,0.0192,novel,False,,True
CDK13,ENSG00000065883,2,1,0.4615384615384615,0.0041958041958041,C,none,0.0145,novel,True,Protein kinase,True
CYP4V2,ENSG00000145476,1,1,0.4608376041828442,0.0458430458430458,D,none,0.0029,novel,False,,True
HGF,ENSG00000019991,2,1,0.4603651987110634,0.0151515151515151,C,none,0.1086,emerging,True,"PAN, Kringle 1, Kringle 2",True
MEF2C,ENSG00000081189,1,1,0.4598930481283422,0.0169830169830169,C,gwas,0.2149,supported,True,MADS-box,True
MTRFR,ENSG00000130921,2,1,0.4591836734693878,0.0327172827172827,D,none,0.1461,emerging,False,,True
EXD2,ENSG00000081177,2,1,0.4591116967676925,0.0054112554112554,C,none,0.0015,novel,True,3'-5' exonuclease,True
VSTM4,ENSG00000165633,1,1,0.4590909090909091,0.0476190476190476,C,none,0.0,novel,True,Ig-like,True
ZBTB44,ENSG00000196323,1,1,0.4588509316770187,0.0357142857142857,C,none,0.0,novel,True,BTB,True
BRSK2,ENSG00000174672,1,1,0.4584291187739464,0.0454545454545454,C,none,0.3775,supported,True,"Protein kinase, UBA",True
NRDC,ENSG00000078618,2,2,0.4577922077922078,0.0414,D,none,0.0687,emerging,False,,True
LARP4,ENSG00000161813,2,1,0.4566544566544568,0.0151515151515151,C,none,0.2361,supported,True,"HTH La-type RNA-binding, RRM",True
NAPB,ENSG00000125814,2,1,0.4565308109611907,0.006060606060606,D,none,0.0575,emerging,False,,True
ZNF274,ENSG00000171606,2,1,0.456140350877193,0.0277777777777777,C,none,0.0022,novel,True,"KRAB 1, SCAN box, KRAB 2",True
R3HCC1L,ENSG00000166024,1,1,0.4555913483663139,0.006060606060606,D,none,0.0,novel,False,,True
KIAA0319L,ENSG00000142687,1,1,0.4546014848017931,0.0409590409590409,C,none,0.0028,novel,True,"MANSC, PKD 1, PKD 2",True
MAN2C1,ENSG00000140400,2,1,0.4522546419098145,0.0104895104895104,D,none,0.0,novel,False,,True
COG4,ENSG00000103051,2,2,0.4516996820738567,0.0153846153846153,D,none,0.0237,novel,False,,True
ZFHX4,ENSG00000091656,1,1,0.449047990523244,0.0224358974358974,D,none,0.0,novel,False,,True
DPP3,ENSG00000254986,2,1,0.4479330193615908,0.0178571428571428,D,none,0.0067,novel,False,,True
DDX21,ENSG00000165732,1,1,0.4463405384907092,0.0238095238095238,C,none,0.0052,novel,True,"Helicase ATP-binding, Helicase C-terminal",True
BIRC6,ENSG00000115760,1,1,0.4462731632230181,0.0489510489510489,C,none,0.0153,novel,True,"Ubiquitin-like, UBC core",True
DMAP1,ENSG00000178028,1,1,0.4459592347577329,0.0395604395604395,C,none,0.0059,novel,True,SANT,True
LGI1,ENSG00000108231,2,1,0.4438029014300201,0.0205,C,none,0.0835,emerging,True,"LRRNT, LRRCT",True
MTMR14,ENSG00000163719,1,1,0.4434210526315789,0.0043290043290043,D,none,0.4713,supported,False,,True
HERPUD1,ENSG00000051108,1,1,0.4433811802232854,0.0129870129870129,C,none,0.065,emerging,True,Ubiquitin-like,True
METTL9,ENSG00000197006,1,1,0.4429353136603479,0.0296370296370296,D,none,0.0,novel,False,,True
RDH13,ENSG00000160439,1,1,0.4426299045599152,0.0242424242424242,D,none,0.0,novel,False,,True
MLST8,ENSG00000167965,1,1,0.4424019607843138,0.0416666666666666,D,none,0.0046,novel,False,,True
RSPRY1,ENSG00000159579,2,1,0.4423714759535654,0.0238095238095238,C,none,0.0,novel,True,B30.2/SPRY,True
HDLBP,ENSG00000115677,1,1,0.4410058027079304,0.0029970029970029,N,none,0.0146,novel,True,"KH 1, KH 2, KH 3",True
GPR176,ENSG00000166073,2,1,0.4409218232747646,0.0113636363636363,D,none,0.0044,novel,False,,True
ARHGAP22,ENSG00000128805,2,1,0.4405212274064733,0.0432900432900432,C,none,0.0044,novel,True,"PH, Rho-GAP",True
LAP3,ENSG00000002549,2,1,0.4391057724391058,0.0476190476190476,D,none,0.2352,supported,False,,True
TYW3,ENSG00000162623,2,1,0.4370243826681161,0.0315656565656565,D,none,0.0,novel,False,,True
CKAP2,ENSG00000136108,1,1,0.4364177623418507,0.0277222777222777,D,none,0.0625,emerging,False,,True
GIGYF2,ENSG00000204120,2,1,0.4363960749330954,0.0041958041958041,C,none,0.0506,emerging,True,GYF,True
MYCBP2,ENSG00000005810,1,1,0.4346293119878024,0.0454545454545454,C,none,0.0087,novel,True,DOC,True
SCFD1,ENSG00000092108,1,1,0.433445945945946,0.0402097902097902,D,none,0.0174,novel,False,,True
CABIN1,ENSG00000099991,1,1,0.4329918907383696,0.0188561438561438,D,none,0.0074,novel,False,,True
CELF2,ENSG00000048740,1,1,0.4305078929306795,0.0313020313020313,C,gwas,0.0308,novel,True,"RRM 1, RRM 2, RRM 3",True
TBL3,ENSG00000183751,2,1,0.4295774647887324,0.0125874125874125,D,none,0.0,novel,False,,True
ATG14,ENSG00000126775,2,1,0.4294466403162055,0.0377622377622377,D,none,0.0207,novel,False,,True
LRRFIP2,ENSG00000093167,1,1,0.4284618335251247,0.0424242424242424,D,none,0.0093,novel,False,,True
RNMT,ENSG00000101654,2,1,0.4279379157427938,0.0383838383838383,C,none,0.0163,novel,True,mRNA cap 0 methyltransferase,True
EZR,ENSG00000092820,1,1,0.4273712380450996,0.0407092907092907,N,none,0.0496,novel,True,FERM,True
RIF1,ENSG00000080345,1,1,0.4266051364365971,0.0311,D,none,0.2581,supported,False,,True
TMEM218,ENSG00000150433,1,1,0.4263736263736263,0.0476190476190476,D,none,0.0015,novel,False,,True
KIAA1191,ENSG00000122203,2,2,0.42569573283859,0.0151515151515151,D,none,0.0,novel,False,,True
TAB3,ENSG00000157625,2,1,0.4238816738816738,0.0,C,none,0.0035,novel,True,CUE,True
MRPS5,ENSG00000144029,2,1,0.4236596207928876,0.0202020202020202,C,none,0.0,novel,True,S5 DRBM,True
FMO5,ENSG00000131781,1,1,0.4231678486997636,0.0,D,none,0.0547,emerging,False,,True
ZNF587,ENSG00000198466,1,1,0.4230769230769231,0.0277777777777777,C,none,0.0,novel,True,KRAB,True
ZDHHC16,ENSG00000171307,1,1,0.4201271186440678,0.05,C,none,0.0069,novel,True,DHHC,True
SPINT2,ENSG00000167642,2,1,0.4189189189189189,0.0476190476190476,C,none,0.0052,novel,True,"BPTI/Kunitz inhibitor 1, BPTI/Kunitz inhibitor 2",True
TYRO3,ENSG00000092445,1,1,0.4180735891927487,0.0377,C,none,0.023,novel,True,"Ig-like C2-type 1, Ig-like C2-type 2, Fibronectin type-III 1",True
C2orf42,ENSG00000115998,1,1,0.4179331306990881,0.0454545454545454,D,none,0.1748,emerging,False,,True
ERCC2,ENSG00000104884,1,1,0.4174129353233831,0.0,C,none,0.0542,emerging,True,Helicase ATP-binding,True
PRKRIP1,ENSG00000128563,2,1,0.4170771756978654,0.019047619047619,D,none,0.0,novel,False,,True
ABCB9,ENSG00000150967,1,1,0.4166666666666667,0.0285714285714285,N,none,0.0151,novel,True,"ABC transmembrane type-1, ABC transporter",True
DYRK1A,ENSG00000157540,1,1,0.4166666666666667,0.0181818181818181,N,none,0.1291,emerging,True,Protein kinase,True
KIF5A,ENSG00000155980,2,1,0.4166666666666666,0.003030303030303,C,none,0.0851,emerging,True,Kinesin motor,True
IFNAR1,ENSG00000142166,1,1,0.4162276080084299,0.0012626262626262,C,none,0.0812,emerging,True,"Fibronectin type-III 1, Fibronectin type-III 2, Fibronectin type-III 3",True
OSBPL5,ENSG00000021762,2,1,0.4151954602774275,0.0238095238095238,C,none,0.0053,novel,True,PH,True
CYFIP2,ENSG00000055163,1,1,0.4146341463414634,0.0272727272727272,N,none,0.1065,emerging,False,,True
IL6ST,ENSG00000134352,1,1,0.4131130746574465,0.0181818181818181,C,none,0.0841,emerging,True,"Ig-like C2-type, Fibronectin type-III 1, Fibronectin type-III 2",True
PDCD2,ENSG00000071994,1,1,0.4128787878787878,0.0476190476190476,D,none,0.0,novel,False,,True
RBL2,ENSG00000103479,2,2,0.4110127826941986,0.0134865134865134,D,none,0.029,novel,False,,True
RFX3,ENSG00000080298,1,1,0.4107198022860673,0.0214785214785214,D,none,0.0406,novel,False,,True
ZNF337,ENSG00000130684,2,1,0.4105035249386106,0.0366300366300366,C,none,0.0,novel,True,KRAB,True
ACSL3,ENSG00000123983,1,1,0.4103668952856887,0.0291,D,none,0.0161,novel,False,,True
C6orf89,ENSG00000198663,2,1,0.4091836734693878,0.04004329004329,D,none,0.0,novel,False,,True
CNOT8,ENSG00000155508,1,1,0.4073684210526316,0.0,N,none,0.0,novel,False,,True
SEM1,ENSG00000127922,1,1,0.4040119504908237,0.025,D,none,0.0043,novel,False,,True
ZNF554,ENSG00000172006,1,1,0.4037267080745341,0.0489510489510489,C,none,0.0,novel,True,KRAB,True
CNDP2,ENSG00000133313,2,1,0.4020834281035345,0.0392,D,none,0.0037,novel,False,,True
KARS1,ENSG00000065427,1,1,0.4017478813559322,0.0274725274725274,D,none,0.0269,novel,False,,True
PLEC,ENSG00000178209,1,1,0.4011695906432749,0.0333333333333333,C,none,0.066,emerging,True,"Calponin-homology (CH) 1, Calponin-homology (CH) 2, SH3",True
ANKRD18A,ENSG00000180071,1,1,0.3999999999999999,0.0346736596736596,D,none,0.0205,novel,False,,True
SGMS1,ENSG00000198964,2,1,0.3984387197501952,0.0029,C,none,0.0304,novel,True,SAM,True
KIF1B,ENSG00000054523,1,1,0.3962264150943396,0.0317460317460317,C,none,0.073,emerging,True,"Kinesin motor, FHA, PH",True
COPG2,ENSG00000158623,2,1,0.3961950777593236,0.0454545454545454,D,none,0.2527,supported,False,,True
PSD3,ENSG00000156011,1,1,0.3961538461538462,0.029,C,none,0.302,supported,True,"SEC7, PH",True
SCRN1,ENSG00000136193,1,1,0.3956131078224101,0.0293456543456543,D,none,0.0869,emerging,False,,True
TAPT1,ENSG00000169762,1,1,0.3956043956043956,0.0217282717282717,D,none,0.0,novel,False,,True
GEMIN4,ENSG00000179409,2,1,0.3944942044257112,0.0355477855477855,D,none,0.005,novel,False,,True
REL,ENSG00000162924,2,1,0.3943181818181818,0.0238095238095238,C,none,0.0156,novel,True,RHD,True
DUSP18,ENSG00000167065,2,1,0.3939630497007546,0.0253,C,none,0.0071,novel,True,Tyrosine-protein phosphatase,True
ARHGAP29,ENSG00000137962,2,3,0.3938689217758984,0.0,C,none,0.0015,novel,True,"F-BAR, Rho-GAP",True
COL4A5,ENSG00000188153,1,1,0.3932855738165472,0.0105,C,none,0.0231,novel,True,Collagen IV NC1,True
RBM25,ENSG00000119707,2,1,0.3928788800973828,0.0114,C,none,0.0156,novel,True,"RRM, PWI",True
ZNF462,ENSG00000148143,2,1,0.3928571428571429,0.0285714285714285,D,none,0.3479,supported,False,,True
RASSF2,ENSG00000101265,2,1,0.3920693789911046,0.041,C,none,0.0085,novel,True,"Ras-associating, SARAH",True
TBC1D23,ENSG00000036054,2,1,0.3916824794433903,0.0346320346320346,C,none,0.0,novel,True,"Rab-GAP TBC, Rhodanese",True
ECPAS,ENSG00000136813,1,1,0.3894505494505494,0.0045,D,none,0.0041,novel,False,,True
GLCCI1,ENSG00000106415,1,1,0.3894312393887946,0.0114885114885114,D,none,0.0383,novel,False,,True
HACE1,ENSG00000085382,1,1,0.3891726251276813,0.0424575424575424,C,none,0.0131,novel,True,HECT,True
TACC2,ENSG00000138162,1,1,0.3889679055098633,0.0051198801198801,C,none,0.289,supported,True,SPAZ,True
CREB3L2,ENSG00000182158,1,1,0.3888888888888889,0.0349650349650349,C,none,0.0808,emerging,True,bZIP,True
RYR2,ENSG00000198626,1,1,0.3887863960856662,0.032051282051282,C,none,0.3146,supported,True,"MIR 1, MIR 2, MIR 3",True
DLC1,ENSG00000164741,1,1,0.3878817842232477,0.0126540126540126,D,none,0.0175,novel,False,,True
LRRC8D,ENSG00000171492,1,1,0.3870967741935484,0.0047619047619047,N,none,0.0,novel,False,,True
GATAD1,ENSG00000157259,2,1,0.3862468931234465,0.0009,D,none,0.0,novel,False,,True
HSPD1,ENSG00000144381,2,2,0.3854166666666666,0.0317460317460317,D,none,0.0773,emerging,False,,True
YTHDC2,ENSG00000047188,2,1,0.3851010101010101,0.0161088911088911,C,none,0.0244,novel,True,"R3H, Helicase ATP-binding, Helicase C-terminal",True
SLC25A29,ENSG00000197119,1,1,0.3846153846153846,0.0021645021645021,D,none,0.2375,supported,False,,True
WDR47,ENSG00000085433,1,1,0.3844155844155844,0.0295260295260295,C,none,0.0062,novel,True,"LisH, CTLH",True
ZBTB11,ENSG00000066422,1,1,0.3842574257425744,0.0039,C,none,0.0074,novel,True,BTB,True
ATP6V1B2,ENSG00000147416,2,2,0.383445945945946,0.0033,D,none,0.5217,supported,False,,True
MFN2,ENSG00000116688,1,1,0.3829787234042553,0.0238095238095238,C,none,0.0824,emerging,True,Dynamin-type G,True
EIF4A2,ENSG00000156976,2,1,0.3828668715674366,0.015,C,none,0.0234,novel,True,"Helicase ATP-binding, Helicase C-terminal",True
TRIM33,ENSG00000197323,2,1,0.3824616185271923,0.0094,C,none,0.2691,supported,True,Bromo,True
KIF3A,ENSG00000131437,1,1,0.3815972222222222,0.0341,C,none,0.0498,novel,True,Kinesin motor,True
SLCO4A1,ENSG00000101187,1,1,0.3813559322033898,0.0324675324675324,C,none,0.021,novel,True,Kazal-like,True
STAMBP,ENSG00000124356,1,2,0.3811587591240876,0.0139860139860139,C,none,0.0389,novel,True,MPN,True
ETV1,ENSG00000006468,1,1,0.3805874840357599,0.0428571428571428,N,none,0.2757,supported,False,,True
HERC4,ENSG00000148634,1,1,0.378793256433008,0.0496170496170496,C,none,0.0018,novel,True,HECT,True
DIS3L,ENSG00000166938,2,1,0.3776375342640402,0.0131868131868131,C,none,0.0074,novel,True,"CSD1, CSD2, RNB",True
ZBTB25,ENSG00000089775,2,1,0.3755961844197139,0.0212121212121212,C,none,0.0,novel,True,BTB,True
JARID2,ENSG00000008083,1,1,0.375,0.0267,C,none,0.2163,supported,True,"JmjN, ARID, JmjC",True
STAT3,ENSG00000168610,2,2,0.373947763281707,0.0298,C,none,0.3251,supported,True,SH2,True
PWWP2A,ENSG00000170234,1,1,0.3727167141801289,0.049,C,none,0.0,novel,True,PWWP,True
CEP97,ENSG00000182504,2,1,0.3707810405751188,0.0161,C,none,0.0047,novel,True,"LRRCT, IQ",True
NDUFS4,ENSG00000164258,1,1,0.3697478991596639,0.0476190476190476,D,none,0.357,supported,False,,True
LSM5,ENSG00000106355,1,1,0.3695652173913044,0.0202020202020202,C,none,0.0344,novel,True,Sm,True
IQSEC3,ENSG00000120645,2,1,0.3690958164642376,0.0476190476190476,C,none,0.0111,novel,True,"IQ, SEC7, PH",True
MAP3K4,ENSG00000085511,1,1,0.3689320388349514,0.0303030303030303,C,none,0.009,novel,True,Protein kinase,True
PDCD6,ENSG00000249915,2,1,0.368085020406514,0.0233100233100233,C,none,0.0074,novel,True,"EF-hand 1, EF-hand 2, EF-hand 3",True
UTP6,ENSG00000108651,2,1,0.3676767676767677,0.0428571428571428,D,none,0.0,novel,False,,True
RBM4,ENSG00000173933,1,1,0.3666281310211946,0.0194805194805194,C,none,0.005,novel,True,"RRM 1, RRM 2",True
BBS7,ENSG00000138686,2,1,0.3659152850329321,0.0497,D,none,0.0,novel,False,,True
FLAD1,ENSG00000160688,1,1,0.3652439024390244,0.0,D,none,0.0206,novel,False,,True
MAN2B1,ENSG00000104774,1,1,0.3643815201192251,0.05,D,none,0.0108,novel,False,,True
CNTN1,ENSG00000018236,1,1,0.3641626189367223,0.0303030303030303,C,none,0.0758,emerging,True,"Ig-like C2-type 1, Ig-like C2-type 2, Ig-like C2-type 3",True
RAB3IP,ENSG00000127328,2,1,0.363968253968254,0.0449550449550449,D,none,0.0,novel,False,,True
CTBP1,ENSG00000159692,2,1,0.3630769230769231,0.0054945054945054,D,none,0.0427,novel,False,,True
MIEF1,ENSG00000100335,1,1,0.3624730188097441,0.0333333333333333,N,none,0.0111,novel,False,,True
FOXP2,ENSG00000128573,1,1,0.3614529914529915,0.0399378399378399,C,none,0.0313,novel,True,FoxP leucine zipper (ZIP),True
LRPPRC,ENSG00000138095,1,1,0.361025103967459,0.0315,D,none,0.0478,novel,False,,True
ATOSA,ENSG00000047346,2,2,0.3606666666666667,0.0137,D,none,0.0,novel,False,,True
COG5,ENSG00000164597,2,1,0.3602542623435499,0.0006660006660006,D,none,0.0251,novel,False,,True
SHOC2,ENSG00000108061,3,2,0.358974358974359,0.0166666666666666,D,none,0.0044,novel,False,,True
CYP1B1,ENSG00000138061,3,2,0.358695652173913,0.0181818181818181,D,none,0.2451,supported,False,,True
TTC31,ENSG00000115282,1,1,0.3584905660377358,0.0212121212121212,D,none,0.0,novel,False,,True
ACAD9,ENSG00000177646,1,1,0.3581803005008347,0.0404040404040404,D,none,0.0179,novel,False,,True
ZNF106,ENSG00000103994,2,1,0.3580065300850347,0.007,D,none,0.0613,emerging,False,,True
RC3H1,ENSG00000135870,2,1,0.3567244719121852,0.019,D,none,0.0181,novel,False,,True
ERCC6L2,ENSG00000182150,1,1,0.356058726483112,0.0245,C,none,0.0,novel,True,"Helicase ATP-binding, Helicase C-terminal",True
PHLDB2,ENSG00000144824,1,1,0.3548872180451128,0.0441919191919191,C,none,0.0,novel,True,PH,True
MTR,ENSG00000116984,1,1,0.3547182994998529,0.0319680319680319,C,none,0.0233,novel,True,"Hcy-binding, Pterin-binding, B12-binding N-terminal",True
GGCX,ENSG00000115486,1,1,0.3545454545454546,0.0178571428571428,D,none,0.0,novel,False,,True
ZC3H13,ENSG00000123200,1,2,0.3544055944055944,0.0225,D,none,0.0141,novel,False,,True
NEIL2,ENSG00000154328,1,1,0.3541774205442077,0.03,D,none,0.0052,novel,False,,True
SNRPN,ENSG00000128739,2,1,0.3524934383202099,0.0404595404595404,C,none,0.0937,emerging,True,Sm,True
ETNK1,ENSG00000139163,2,1,0.3515473887814314,0.0244755244755244,D,none,0.0029,novel,False,,True
ZNF197,ENSG00000186448,2,2,0.3513010365982653,0.0217560217560217,C,none,0.0,novel,True,"SCAN box, KRAB",True
EIF2AK2,ENSG00000055332,2,1,0.3512089131339282,0.0139,C,none,0.1119,emerging,True,"DRBM 1, DRBM 2, Protein kinase",True
PDS5A,ENSG00000121892,2,1,0.3511904761904763,0.0161616161616161,D,none,0.0037,novel,False,,True
SSR1,ENSG00000124783,2,1,0.3497902307461792,0.0002497502497502,D,none,0.0,novel,False,,True
EIF2B5,ENSG00000145191,1,1,0.3495022447784502,0.0124320124320124,C,none,0.0703,emerging,True,W2,True
HBS1L,ENSG00000112339,2,1,0.3489633269415149,0.035,C,none,0.0,novel,True,tr-type G,True
TLE4,ENSG00000106829,1,1,0.3486590038314176,0.0441919191919191,D,none,0.0055,novel,False,,True
NSMCE2,ENSG00000156831,1,1,0.347972972972973,0.0,D,none,0.0,novel,False,,True
DCBLD1,ENSG00000164465,2,1,0.3478260869565216,0.0047619047619047,C,none,0.0034,novel,True,"CUB, LCCL, F5/8 type C",True
GMEB1,ENSG00000162419,2,1,0.3477851605758582,0.0128205128205128,C,none,0.0852,emerging,True,SAND,True
FGD4,ENSG00000139132,1,1,0.3473354231974921,0.025,C,none,0.027,novel,True,"DH, PH 1, PH 2",True
GAPVD1,ENSG00000165219,2,1,0.3471120754152326,0.0302197802197802,C,none,0.0294,novel,True,"Ras-GAP, VPS9",True
RIMBP2,ENSG00000060709,1,1,0.3460426179604262,0.0075,C,none,0.0059,novel,True,"SH3 1, Fibronectin type-III 1, Fibronectin type-III 2",True
DCTD,ENSG00000129187,1,1,0.345823575331772,0.0108780108780108,C,none,0.0537,emerging,True,CMP/dCMP-type deaminase,True
GOSR2,ENSG00000108433,1,1,0.3438893113268029,0.0073,D,none,0.0,novel,False,,True
DDHD2,ENSG00000085788,1,1,0.3435390171141467,0.0093,C,none,0.0557,emerging,True,"WWE, SAM, DDHD",True
TAF2,ENSG00000064313,2,1,0.3433226570115583,0.0115,D,none,0.0,novel,False,,True
SSRP1,ENSG00000149136,2,1,0.3429487179487179,0.0164141414141414,D,none,0.0332,novel,False,,True
KIT,ENSG00000157404,1,1,0.3422779627291165,0.0,C,none,0.3706,supported,True,"Ig-like C2-type 1, Ig-like C2-type 2, Ig-like C2-type 3",True
ZNF711,ENSG00000147180,1,1,0.3419740777666999,0.006,D,none,0.0,novel,False,,True
HNRNPM,ENSG00000099783,1,1,0.3419720347155255,0.0053946053946053,C,none,0.0209,novel,True,"RRM 1, RRM 2, RRM 3",True
CYTH2,ENSG00000105443,1,1,0.3418963517973419,0.005050505050505,C,none,0.0022,novel,True,"SEC7, PH",True
GPR108,ENSG00000125734,1,1,0.3412698412698413,0.0418026418026418,D,none,0.0,novel,False,,True
PRKAR1A,ENSG00000108946,1,1,0.3406478578892372,0.0119047619047619,D,none,0.0018,novel,False,,True
RBM41,ENSG00000089682,1,1,0.3401880141010576,0.0428571428571428,C,none,0.0,novel,True,RRM,True
HTRA1,ENSG00000166033,2,1,0.33982905982906,0.0061,C,none,0.0355,novel,True,"IGFBP N-terminal, Kazal-like, PDZ",True
PCDH9,ENSG00000184226,1,1,0.3387010198604401,0.0489510489510489,N,none,0.0696,emerging,True,"Cadherin 1, Cadherin 2, Cadherin 3",True
PELI3,ENSG00000174516,2,1,0.337719298245614,0.0333333333333333,D,none,0.0126,novel,False,,True
CFAP54,ENSG00000188596,1,1,0.3373781148429036,0.0484848484848484,D,none,0.0037,novel,False,,True
SMAD1,ENSG00000170365,1,1,0.3370255501403042,0.0435120435120435,C,none,0.0394,novel,True,"MH1, MH2",True
ZSCAN18,ENSG00000121413,1,1,0.3367011278195488,0.0127,C,none,0.0027,novel,True,SCAN box,True
SCAP,ENSG00000114650,2,1,0.3363636363636363,0.0271950271950271,C,none,0.0125,novel,True,SSD,True
ISOC1,ENSG00000066583,2,1,0.3360655737704918,0.0178571428571428,D,none,0.0273,novel,False,,True
TBL2,ENSG00000106638,1,1,0.3356982823002241,0.0277777777777777,D,none,0.0,novel,False,,True
CLDN12,ENSG00000157224,1,1,0.3346846846846847,0.0047619047619047,N,none,0.0342,novel,False,,True
AK2,ENSG00000004455,1,1,0.3339594717668487,0.0415,D,none,0.005,novel,False,,True
KCNIP4,ENSG00000185774,2,1,0.3333333333333333,0.0285714285714285,C,none,0.0403,novel,True,"EF-hand 1, EF-hand 2, EF-hand 3",True
CNOT4,ENSG00000080802,1,1,0.3327840112201964,0.0318181818181818,C,none,0.0056,novel,True,RRM,True
DYM,ENSG00000141627,2,1,0.3327241568595949,0.0101,D,none,0.2419,supported,False,,True
OFD1,ENSG00000046651,2,1,0.3309539260220636,0.0369630369630369,C,none,0.0,novel,True,LisH,True
VPS13C,ENSG00000129003,1,1,0.3299319727891156,0.0325674325674325,C,none,0.1203,emerging,True,"Chorein N-terminal, SHR-BD",True
TXNDC12,ENSG00000117862,2,1,0.3292053663570692,0.0396825396825396,C,none,0.2906,supported,True,Thioredoxin,True
USP1,ENSG00000162607,2,1,0.3284100331674959,0.0136363636363636,C,none,0.0026,novel,True,USP,True
TPP2,ENSG00000134900,1,1,0.3281593406593406,0.0238095238095238,C,none,0.0429,novel,True,Peptidase S8,True
ST8SIA5,ENSG00000101638,1,1,0.3280130702526077,0.0406260406260406,D,none,0.0037,novel,False,,True
ATP5F1C,ENSG00000165629,1,1,0.3280039721946376,0.0384615384615384,D,none,0.3456,supported,False,,True
TIGD6,ENSG00000164296,2,1,0.3270967741935483,0.004040404040404,C,none,0.0,novel,True,"HTH psq-type, HTH CENPB-type, DDE-1",True
CC2D1A,ENSG00000132024,2,1,0.3270223752151463,0.0369630369630369,C,none,0.1855,emerging,True,C2,True
MGRN1,ENSG00000102858,1,1,0.3263449367088608,0.0363386613386613,N,none,0.009,novel,False,,True
CCNL1,ENSG00000163660,2,1,0.3260365405283105,0.0276,C,none,0.0043,novel,True,MCM C-terminal AAA(+) ATPase,True
RARS1,ENSG00000113643,2,1,0.3255813953488372,0.0178571428571428,D,none,0.009,novel,False,,True
PIK3CA,ENSG00000121879,1,1,0.3249746707193516,0.0083250083250083,C,none,0.0677,emerging,True,"PI3K-ABD, PI3K-RBD, C2 PI3K-type",True
ORC3,ENSG00000135336,2,1,0.3248031496062992,0.0285714285714285,D,none,0.0053,novel,False,,True
TNPO1,ENSG00000083312,1,1,0.3246680351529926,0.0029,C,none,0.017,novel,True,Importin N-terminal,True
UTP25,ENSG00000117597,2,1,0.3227513227513228,0.0441919191919191,D,none,0.0074,novel,False,,True
RORA,ENSG00000069667,1,1,0.3223296199213631,0.009,C,none,0.1001,emerging,True,NR LBD,True
TARS2,ENSG00000143374,2,2,0.3220551378446115,0.0202020202020202,C,none,0.503,supported,True,TGS,True
CLINT1,ENSG00000113282,1,1,0.3219563687543985,0.0242424242424242,C,none,0.3253,supported,True,ENTH,True
RUFY1,ENSG00000176783,1,1,0.3213200173686495,0.0317460317460317,C,none,0.0093,novel,True,RUN,True
KIAA0513,ENSG00000135709,1,1,0.3208835341365462,0.0396825396825396,D,none,0.0682,emerging,False,,True
